Source,Target,Weight
Daniel Sturla SDB,Stephen Brislin,3
Daniel Sturla SDB,Ángel Sixto Rossi SJ,4
Daniel Sturla SDB,Luis José Rueda Aparicio,4
Daniel Sturla SDB,Grzegorz Ryś,3
Daniel Sturla SDB,Stephen Ameyu Martin Mulla,3
Daniel Sturla SDB,José Cobo Cano,3
Daniel Sturla SDB,Protase Rugambwa,3
Daniel Sturla SDB,Sebastian Francis,2
Daniel Sturla SDB,Stephen Chow Sau-yan SJ,3
Daniel Sturla SDB,François-Xavier Bustillo OFMConv,3
Daniel Sturla SDB,Américo Aguiar,3
Daniel Sturla SDB,Carlos Castillo Mattasoglio,3
Daniel Sturla SDB,Vicente Bokalic Iglic CM,3
Daniel Sturla SDB,Luis Cabrera Herrera OFM,4
Daniel Sturla SDB,Fernando Chomalí Garib,4
Daniel Sturla SDB,Tarcisio Isao Kikuchi SVD,3
Daniel Sturla SDB,Pablo Virgilio David,3
Daniel Sturla SDB,Ladislav Nemet SVD,3
Daniel Sturla SDB,Jaime Spengler OFM,4
Daniel Sturla SDB,Ignace Bessi Dogbo,3
Daniel Sturla SDB,Jean-Paul Vesco OP,3
Daniel Sturla SDB,Dominique Mathieu OFMConv,3
Daniel Sturla SDB,Roberto Repole,3
Daniel Sturla SDB,Baldassare Reina,3
Daniel Sturla SDB,Frank Leo,3
Daniel Sturla SDB,Mykola Bychok CSsR,3
Daniel Sturla SDB,Domenico Battaglia,3
Daniel Sturla SDB,Dominique Mamberti,3
Daniel Sturla SDB,Mario Zenari,2
Daniel Sturla SDB,Kevin Farrell,2
Daniel Sturla SDB,Konrad Krajewski,3
Daniel Sturla SDB,José Tolentino de Mendonça,3
Daniel Sturla SDB,Michael Czerny SJ,2
Daniel Sturla SDB,Mario Grech,3
Daniel Sturla SDB,Marcello Semeraro,2
Daniel Sturla SDB,Mauro Gambetti OFMConv,3
Daniel Sturla SDB,Arthur Roche,2
Daniel Sturla SDB,Lazarus You Heung-sik,2
Daniel Sturla SDB,Claudio Gugerotti,3
Daniel Sturla SDB,Víctor Manuel Fernández,4
Daniel Sturla SDB,Emil Paul Tscherrig,2
Daniel Sturla SDB,Christophe Pierre,2
Daniel Sturla SDB,Ángel Fernández Artime SDB,3
Daniel Sturla SDB,Rolandas Makrickas,3
Daniel Sturla SDB,Timothy Radcliffe OP,2
Daniel Sturla SDB,Fabio Baggio CS,3
Daniel Sturla SDB,George Koovakad,3
Arlindo Gomes Furtado,Soane Patita Paini Mafi,3
Arlindo Gomes Furtado,Dieudonné Nzapalainga CSSp,2
Arlindo Gomes Furtado,Carlos Osoro Sierra,1
Arlindo Gomes Furtado,Sérgio da Rocha,2
Arlindo Gomes Furtado,Blase J. Cupich,1
Arlindo Gomes Furtado,Jozef De Kesel,1
Arlindo Gomes Furtado,Carlos Aguiar Retes,1
Arlindo Gomes Furtado,John Ribat MSC,2
Arlindo Gomes Furtado,Joseph W. Tobin CSsR,1
Arlindo Gomes Furtado,Juan José Omella,1
Arlindo Gomes Furtado,Anders Arborelius OCD,1
Arlindo Gomes Furtado,Angelo De Donatis,1
Arlindo Gomes Furtado,Joseph Coutts,1
Arlindo Gomes Furtado,António Marto,1
Arlindo Gomes Furtado,Désiré Tsarahazana,1
Arlindo Gomes Furtado,Giuseppe Petrocchi,1
Arlindo Gomes Furtado,Thomas Aquino Manyo Maeda,1
Arlindo Gomes Furtado,Ignatius Suharyo Hardjoatmodjo,1
Arlindo Gomes Furtado,Juan García Rodríguez,1
Arlindo Gomes Furtado,Fridolin Ambongo Besungu OFMCap,3
Arlindo Gomes Furtado,Jean-Claude Hollerich SJ,2
Arlindo Gomes Furtado,Álvaro Leonel Ramazzini Imeri,1
Arlindo Gomes Furtado,Matteo Zuppi,2
Arlindo Gomes Furtado,Cristóbal López Romero SDB,1
Arlindo Gomes Furtado,Antoine Kambanda,2
Arlindo Gomes Furtado,Wilton Daniel Gregory,1
Arlindo Gomes Furtado,Jose Advincula OP,1
Arlindo Gomes Furtado,Augusto Paolo Lojudice,2
Arlindo Gomes Furtado,Jean-Marc Aveline,2
Arlindo Gomes Furtado,Peter Okpaleke,2
Arlindo Gomes Furtado,Leonardo Ulrich Steiner OFM,1
Arlindo Gomes Furtado,Filipe Neri Ferrão,1
Arlindo Gomes Furtado,Robert McElroy,1
Arlindo Gomes Furtado,Virgílio do Carmo da Silva SDB,3
Arlindo Gomes Furtado,Oscar Cantoni,1
Arlindo Gomes Furtado,Anthony Poola,2
Arlindo Gomes Furtado,Paulo Cezar Costa,2
Arlindo Gomes Furtado,William Goh,2
Arlindo Gomes Furtado,Adalberto Martínez Flores,1
Arlindo Gomes Furtado,Giorgio Marengo IMC,2
Arlindo Gomes Furtado,Pierbattista Pizzaballa OFM,2
Arlindo Gomes Furtado,Stephen Brislin,2
Arlindo Gomes Furtado,Ángel Sixto Rossi SJ,2
Arlindo Gomes Furtado,Luis José Rueda Aparicio,2
Arlindo Gomes Furtado,Grzegorz Ryś,2
Arlindo Gomes Furtado,Stephen Ameyu Martin Mulla,2
Arlindo Gomes Furtado,José Cobo Cano,2
Arlindo Gomes Furtado,Protase Rugambwa,2
Arlindo Gomes Furtado,Sebastian Francis,1
Arlindo Gomes Furtado,Stephen Chow Sau-yan SJ,2
Arlindo Gomes Furtado,François-Xavier Bustillo OFMConv,2
Arlindo Gomes Furtado,Américo Aguiar,2
Arlindo Gomes Furtado,Carlos Castillo Mattasoglio,1
Arlindo Gomes Furtado,Vicente Bokalic Iglic CM,1
Arlindo Gomes Furtado,Luis Cabrera Herrera OFM,2
Arlindo Gomes Furtado,Fernando Chomalí Garib,2
Arlindo Gomes Furtado,Tarcisio Isao Kikuchi SVD,2
Arlindo Gomes Furtado,Pablo Virgilio David,2
Arlindo Gomes Furtado,Ladislav Nemet SVD,2
Arlindo Gomes Furtado,Jaime Spengler OFM,2
Arlindo Gomes Furtado,Ignace Bessi Dogbo,3
Arlindo Gomes Furtado,Jean-Paul Vesco OP,2
Arlindo Gomes Furtado,Dominique Mathieu OFMConv,2
Arlindo Gomes Furtado,Roberto Repole,2
Arlindo Gomes Furtado,Baldassare Reina,2
Arlindo Gomes Furtado,Frank Leo,2
Arlindo Gomes Furtado,Mykola Bychok CSsR,2
Arlindo Gomes Furtado,Domenico Battaglia,2
Arlindo Gomes Furtado,Dominique Mamberti,2
Arlindo Gomes Furtado,Mario Zenari,1
Arlindo Gomes Furtado,Kevin Farrell,1
Arlindo Gomes Furtado,Konrad Krajewski,2
Arlindo Gomes Furtado,José Tolentino de Mendonça,2
Arlindo Gomes Furtado,Michael Czerny SJ,1
Arlindo Gomes Furtado,Mario Grech,2
Arlindo Gomes Furtado,Marcello Semeraro,1
Arlindo Gomes Furtado,Mauro Gambetti OFMConv,2
Arlindo Gomes Furtado,Arthur Roche,1
Arlindo Gomes Furtado,Lazarus You Heung-sik,1
Arlindo Gomes Furtado,Claudio Gugerotti,2
Arlindo Gomes Furtado,Víctor Manuel Fernández,2
Arlindo Gomes Furtado,Emil Paul Tscherrig,1
Arlindo Gomes Furtado,Christophe Pierre,1
Arlindo Gomes Furtado,Ángel Fernández Artime SDB,2
Arlindo Gomes Furtado,Rolandas Makrickas,2
Arlindo Gomes Furtado,Timothy Radcliffe OP,1
Arlindo Gomes Furtado,Fabio Baggio CS,2
Arlindo Gomes Furtado,George Koovakad,2
Soane Patita Paini Mafi,Dieudonné Nzapalainga CSSp,3
Soane Patita Paini Mafi,Carlos Osoro Sierra,2
Soane Patita Paini Mafi,Sérgio da Rocha,3
Soane Patita Paini Mafi,Blase J. Cupich,2
Soane Patita Paini Mafi,Jozef De Kesel,2
Soane Patita Paini Mafi,Carlos Aguiar Retes,2
Soane Patita Paini Mafi,John Ribat MSC,4
Soane Patita Paini Mafi,Joseph W. Tobin CSsR,2
Soane Patita Paini Mafi,Juan José Omella,2
Soane Patita Paini Mafi,Anders Arborelius OCD,2
Soane Patita Paini Mafi,Angelo De Donatis,2
Soane Patita Paini Mafi,Joseph Coutts,2
Soane Patita Paini Mafi,António Marto,2
Soane Patita Paini Mafi,Désiré Tsarahazana,2
Soane Patita Paini Mafi,Giuseppe Petrocchi,2
Soane Patita Paini Mafi,Thomas Aquino Manyo Maeda,2
Soane Patita Paini Mafi,Ignatius Suharyo Hardjoatmodjo,2
Soane Patita Paini Mafi,Juan García Rodríguez,2
Soane Patita Paini Mafi,Fridolin Ambongo Besungu OFMCap,3
Soane Patita Paini Mafi,Jean-Claude Hollerich SJ,3
Soane Patita Paini Mafi,Álvaro Leonel Ramazzini Imeri,2
Soane Patita Paini Mafi,Matteo Zuppi,3
Soane Patita Paini Mafi,Cristóbal López Romero SDB,2
Soane Patita Paini Mafi,Antoine Kambanda,3
Soane Patita Paini Mafi,Wilton Daniel Gregory,2
Soane Patita Paini Mafi,Jose Advincula OP,2
Soane Patita Paini Mafi,Augusto Paolo Lojudice,3
Soane Patita Paini Mafi,Jean-Marc Aveline,3
Soane Patita Paini Mafi,Peter Okpaleke,3
Soane Patita Paini Mafi,Leonardo Ulrich Steiner OFM,2
Soane Patita Paini Mafi,Filipe Neri Ferrão,2
Soane Patita Paini Mafi,Robert McElroy,2
Soane Patita Paini Mafi,Virgílio do Carmo da Silva SDB,3
Soane Patita Paini Mafi,Oscar Cantoni,2
Soane Patita Paini Mafi,Anthony Poola,3
Soane Patita Paini Mafi,Paulo Cezar Costa,3
Soane Patita Paini Mafi,William Goh,3
Soane Patita Paini Mafi,Adalberto Martínez Flores,2
Soane Patita Paini Mafi,Giorgio Marengo IMC,3
Soane Patita Paini Mafi,Pierbattista Pizzaballa OFM,3
Soane Patita Paini Mafi,Stephen Brislin,3
Soane Patita Paini Mafi,Ángel Sixto Rossi SJ,3
Soane Patita Paini Mafi,Luis José Rueda Aparicio,3
Soane Patita Paini Mafi,Grzegorz Ryś,3
Soane Patita Paini Mafi,Stephen Ameyu Martin Mulla,3
Soane Patita Paini Mafi,José Cobo Cano,3
Soane Patita Paini Mafi,Protase Rugambwa,3
Soane Patita Paini Mafi,Sebastian Francis,2
Soane Patita Paini Mafi,Stephen Chow Sau-yan SJ,3
Soane Patita Paini Mafi,François-Xavier Bustillo OFMConv,3
Soane Patita Paini Mafi,Américo Aguiar,3
Soane Patita Paini Mafi,Carlos Castillo Mattasoglio,2
Soane Patita Paini Mafi,Vicente Bokalic Iglic CM,2
Soane Patita Paini Mafi,Luis Cabrera Herrera OFM,3
Soane Patita Paini Mafi,Fernando Chomalí Garib,3
Soane Patita Paini Mafi,Tarcisio Isao Kikuchi SVD,3
Soane Patita Paini Mafi,Pablo Virgilio David,3
Soane Patita Paini Mafi,Ladislav Nemet SVD,3
Soane Patita Paini Mafi,Jaime Spengler OFM,3
Soane Patita Paini Mafi,Ignace Bessi Dogbo,3
Soane Patita Paini Mafi,Jean-Paul Vesco OP,3
Soane Patita Paini Mafi,Dominique Mathieu OFMConv,3
Soane Patita Paini Mafi,Roberto Repole,3
Soane Patita Paini Mafi,Baldassare Reina,3
Soane Patita Paini Mafi,Frank Leo,3
Soane Patita Paini Mafi,Mykola Bychok CSsR,4
Soane Patita Paini Mafi,Domenico Battaglia,3
Soane Patita Paini Mafi,Dominique Mamberti,3
Soane Patita Paini Mafi,Mario Zenari,2
Soane Patita Paini Mafi,Kevin Farrell,2
Soane Patita Paini Mafi,Konrad Krajewski,3
Soane Patita Paini Mafi,José Tolentino de Mendonça,3
Soane Patita Paini Mafi,Michael Czerny SJ,2
Soane Patita Paini Mafi,Mario Grech,3
Soane Patita Paini Mafi,Marcello Semeraro,2
Soane Patita Paini Mafi,Mauro Gambetti OFMConv,3
Soane Patita Paini Mafi,Arthur Roche,2
Soane Patita Paini Mafi,Lazarus You Heung-sik,2
Soane Patita Paini Mafi,Claudio Gugerotti,3
Soane Patita Paini Mafi,Víctor Manuel Fernández,3
Soane Patita Paini Mafi,Emil Paul Tscherrig,2
Soane Patita Paini Mafi,Christophe Pierre,2
Soane Patita Paini Mafi,Ángel Fernández Artime SDB,3
Soane Patita Paini Mafi,Rolandas Makrickas,3
Soane Patita Paini Mafi,Timothy Radcliffe OP,2
Soane Patita Paini Mafi,Fabio Baggio CS,3
Soane Patita Paini Mafi,George Koovakad,3
Dieudonné Nzapalainga CSSp,Carlos Osoro Sierra,3
Dieudonné Nzapalainga CSSp,Sérgio da Rocha,4
Dieudonné Nzapalainga CSSp,Blase J. Cupich,3
Dieudonné Nzapalainga CSSp,Jozef De Kesel,3
Dieudonné Nzapalainga CSSp,Carlos Aguiar Retes,3
Dieudonné Nzapalainga CSSp,John Ribat MSC,4
Dieudonné Nzapalainga CSSp,Joseph W. Tobin CSsR,3
Dieudonné Nzapalainga CSSp,Juan José Omella,2
Dieudonné Nzapalainga CSSp,Anders Arborelius OCD,2
Dieudonné Nzapalainga CSSp,Angelo De Donatis,2
Dieudonné Nzapalainga CSSp,Joseph Coutts,2
Dieudonné Nzapalainga CSSp,António Marto,2
Dieudonné Nzapalainga CSSp,Désiré Tsarahazana,3
Dieudonné Nzapalainga CSSp,Giuseppe Petrocchi,2
Dieudonné Nzapalainga CSSp,Thomas Aquino Manyo Maeda,2
Dieudonné Nzapalainga CSSp,Ignatius Suharyo Hardjoatmodjo,2
Dieudonné Nzapalainga CSSp,Juan García Rodríguez,2
Dieudonné Nzapalainga CSSp,Fridolin Ambongo Besungu OFMCap,3
Dieudonné Nzapalainga CSSp,Jean-Claude Hollerich SJ,3
Dieudonné Nzapalainga CSSp,Álvaro Leonel Ramazzini Imeri,2
Dieudonné Nzapalainga CSSp,Matteo Zuppi,3
Dieudonné Nzapalainga CSSp,Cristóbal López Romero SDB,3
Dieudonné Nzapalainga CSSp,Antoine Kambanda,4
Dieudonné Nzapalainga CSSp,Wilton Daniel Gregory,2
Dieudonné Nzapalainga CSSp,Jose Advincula OP,2
Dieudonné Nzapalainga CSSp,Augusto Paolo Lojudice,3
Dieudonné Nzapalainga CSSp,Jean-Marc Aveline,3
Dieudonné Nzapalainga CSSp,Peter Okpaleke,4
Dieudonné Nzapalainga CSSp,Leonardo Ulrich Steiner OFM,2
Dieudonné Nzapalainga CSSp,Filipe Neri Ferrão,2
Dieudonné Nzapalainga CSSp,Robert McElroy,2
Dieudonné Nzapalainga CSSp,Virgílio do Carmo da Silva SDB,3
Dieudonné Nzapalainga CSSp,Oscar Cantoni,2
Dieudonné Nzapalainga CSSp,Anthony Poola,3
Dieudonné Nzapalainga CSSp,Paulo Cezar Costa,3
Dieudonné Nzapalainga CSSp,William Goh,3
Dieudonné Nzapalainga CSSp,Adalberto Martínez Flores,2
Dieudonné Nzapalainga CSSp,Giorgio Marengo IMC,3
Dieudonné Nzapalainga CSSp,Pierbattista Pizzaballa OFM,3
Dieudonné Nzapalainga CSSp,Stephen Brislin,4
Dieudonné Nzapalainga CSSp,Ángel Sixto Rossi SJ,3
Dieudonné Nzapalainga CSSp,Luis José Rueda Aparicio,3
Dieudonné Nzapalainga CSSp,Grzegorz Ryś,3
Dieudonné Nzapalainga CSSp,Stephen Ameyu Martin Mulla,4
Dieudonné Nzapalainga CSSp,José Cobo Cano,3
Dieudonné Nzapalainga CSSp,Protase Rugambwa,4
Dieudonné Nzapalainga CSSp,Sebastian Francis,2
Dieudonné Nzapalainga CSSp,Stephen Chow Sau-yan SJ,3
Dieudonné Nzapalainga CSSp,François-Xavier Bustillo OFMConv,3
Dieudonné Nzapalainga CSSp,Américo Aguiar,3
Dieudonné Nzapalainga CSSp,Carlos Castillo Mattasoglio,2
Dieudonné Nzapalainga CSSp,Vicente Bokalic Iglic CM,2
Dieudonné Nzapalainga CSSp,Luis Cabrera Herrera OFM,3
Dieudonné Nzapalainga CSSp,Fernando Chomalí Garib,3
Dieudonné Nzapalainga CSSp,Tarcisio Isao Kikuchi SVD,3
Dieudonné Nzapalainga CSSp,Pablo Virgilio David,3
Dieudonné Nzapalainga CSSp,Ladislav Nemet SVD,3
Dieudonné Nzapalainga CSSp,Jaime Spengler OFM,3
Dieudonné Nzapalainga CSSp,Ignace Bessi Dogbo,3
Dieudonné Nzapalainga CSSp,Jean-Paul Vesco OP,4
Dieudonné Nzapalainga CSSp,Dominique Mathieu OFMConv,3
Dieudonné Nzapalainga CSSp,Roberto Repole,3
Dieudonné Nzapalainga CSSp,Baldassare Reina,3
Dieudonné Nzapalainga CSSp,Frank Leo,3
Dieudonné Nzapalainga CSSp,Mykola Bychok CSsR,3
Dieudonné Nzapalainga CSSp,Domenico Battaglia,3
Dieudonné Nzapalainga CSSp,Dominique Mamberti,2
Dieudonné Nzapalainga CSSp,Mario Zenari,3
Dieudonné Nzapalainga CSSp,Kevin Farrell,3
Dieudonné Nzapalainga CSSp,Konrad Krajewski,3
Dieudonné Nzapalainga CSSp,José Tolentino de Mendonça,3
Dieudonné Nzapalainga CSSp,Michael Czerny SJ,2
Dieudonné Nzapalainga CSSp,Mario Grech,3
Dieudonné Nzapalainga CSSp,Marcello Semeraro,2
Dieudonné Nzapalainga CSSp,Mauro Gambetti OFMConv,3
Dieudonné Nzapalainga CSSp,Arthur Roche,2
Dieudonné Nzapalainga CSSp,Lazarus You Heung-sik,2
Dieudonné Nzapalainga CSSp,Claudio Gugerotti,3
Dieudonné Nzapalainga CSSp,Víctor Manuel Fernández,3
Dieudonné Nzapalainga CSSp,Emil Paul Tscherrig,2
Dieudonné Nzapalainga CSSp,Christophe Pierre,2
Dieudonné Nzapalainga CSSp,Ángel Fernández Artime SDB,3
Dieudonné Nzapalainga CSSp,Rolandas Makrickas,3
Dieudonné Nzapalainga CSSp,Timothy Radcliffe OP,2
Dieudonné Nzapalainga CSSp,Fabio Baggio CS,3
Dieudonné Nzapalainga CSSp,George Koovakad,3
Carlos Osoro Sierra,Sérgio da Rocha,3
Carlos Osoro Sierra,Blase J. Cupich,2
Carlos Osoro Sierra,Jozef De Kesel,3
Carlos Osoro Sierra,Carlos Aguiar Retes,2
Carlos Osoro Sierra,John Ribat MSC,3
Carlos Osoro Sierra,Joseph W. Tobin CSsR,2
Carlos Osoro Sierra,Juan José Omella,3
Carlos Osoro Sierra,Anders Arborelius OCD,2
Carlos Osoro Sierra,Angelo De Donatis,2
Carlos Osoro Sierra,Joseph Coutts,1
Carlos Osoro Sierra,António Marto,2
Carlos Osoro Sierra,Désiré Tsarahazana,1
Carlos Osoro Sierra,Giuseppe Petrocchi,2
Carlos Osoro Sierra,Thomas Aquino Manyo Maeda,1
Carlos Osoro Sierra,Ignatius Suharyo Hardjoatmodjo,1
Carlos Osoro Sierra,Juan García Rodríguez,1
Carlos Osoro Sierra,Fridolin Ambongo Besungu OFMCap,2
Carlos Osoro Sierra,Jean-Claude Hollerich SJ,3
Carlos Osoro Sierra,Álvaro Leonel Ramazzini Imeri,1
Carlos Osoro Sierra,Matteo Zuppi,3
Carlos Osoro Sierra,Cristóbal López Romero SDB,1
Carlos Osoro Sierra,Antoine Kambanda,2
Carlos Osoro Sierra,Wilton Daniel Gregory,1
Carlos Osoro Sierra,Jose Advincula OP,1
Carlos Osoro Sierra,Augusto Paolo Lojudice,3
Carlos Osoro Sierra,Jean-Marc Aveline,3
Carlos Osoro Sierra,Peter Okpaleke,2
Carlos Osoro Sierra,Leonardo Ulrich Steiner OFM,1
Carlos Osoro Sierra,Filipe Neri Ferrão,1
Carlos Osoro Sierra,Robert McElroy,1
Carlos Osoro Sierra,Virgílio do Carmo da Silva SDB,2
Carlos Osoro Sierra,Oscar Cantoni,2
Carlos Osoro Sierra,Anthony Poola,2
Carlos Osoro Sierra,Paulo Cezar Costa,2
Carlos Osoro Sierra,William Goh,2
Carlos Osoro Sierra,Adalberto Martínez Flores,1
Carlos Osoro Sierra,Giorgio Marengo IMC,2
Carlos Osoro Sierra,Pierbattista Pizzaballa OFM,2
Carlos Osoro Sierra,Stephen Brislin,2
Carlos Osoro Sierra,Ángel Sixto Rossi SJ,2
Carlos Osoro Sierra,Luis José Rueda Aparicio,2
Carlos Osoro Sierra,Grzegorz Ryś,3
Carlos Osoro Sierra,Stephen Ameyu Martin Mulla,2
Carlos Osoro Sierra,José Cobo Cano,4
Carlos Osoro Sierra,Protase Rugambwa,2
Carlos Osoro Sierra,Sebastian Francis,1
Carlos Osoro Sierra,Stephen Chow Sau-yan SJ,2
Carlos Osoro Sierra,François-Xavier Bustillo OFMConv,3
Carlos Osoro Sierra,Américo Aguiar,3
Carlos Osoro Sierra,Carlos Castillo Mattasoglio,1
Carlos Osoro Sierra,Vicente Bokalic Iglic CM,1
Carlos Osoro Sierra,Luis Cabrera Herrera OFM,2
Carlos Osoro Sierra,Fernando Chomalí Garib,2
Carlos Osoro Sierra,Tarcisio Isao Kikuchi SVD,2
Carlos Osoro Sierra,Pablo Virgilio David,2
Carlos Osoro Sierra,Ladislav Nemet SVD,3
Carlos Osoro Sierra,Jaime Spengler OFM,2
Carlos Osoro Sierra,Ignace Bessi Dogbo,2
Carlos Osoro Sierra,Jean-Paul Vesco OP,2
Carlos Osoro Sierra,Dominique Mathieu OFMConv,2
Carlos Osoro Sierra,Roberto Repole,3
Carlos Osoro Sierra,Baldassare Reina,3
Carlos Osoro Sierra,Frank Leo,2
Carlos Osoro Sierra,Mykola Bychok CSsR,2
Carlos Osoro Sierra,Domenico Battaglia,3
Carlos Osoro Sierra,Dominique Mamberti,2
Carlos Osoro Sierra,Mario Zenari,3
Carlos Osoro Sierra,Kevin Farrell,2
Carlos Osoro Sierra,Konrad Krajewski,3
Carlos Osoro Sierra,José Tolentino de Mendonça,3
Carlos Osoro Sierra,Michael Czerny SJ,1
Carlos Osoro Sierra,Mario Grech,3
Carlos Osoro Sierra,Marcello Semeraro,2
Carlos Osoro Sierra,Mauro Gambetti OFMConv,3
Carlos Osoro Sierra,Arthur Roche,2
Carlos Osoro Sierra,Lazarus You Heung-sik,1
Carlos Osoro Sierra,Claudio Gugerotti,3
Carlos Osoro Sierra,Víctor Manuel Fernández,2
Carlos Osoro Sierra,Emil Paul Tscherrig,2
Carlos Osoro Sierra,Christophe Pierre,2
Carlos Osoro Sierra,Ángel Fernández Artime SDB,4
Carlos Osoro Sierra,Rolandas Makrickas,3
Carlos Osoro Sierra,Timothy Radcliffe OP,2
Carlos Osoro Sierra,Fabio Baggio CS,3
Carlos Osoro Sierra,George Koovakad,2
Sérgio da Rocha,Blase J. Cupich,3
Sérgio da Rocha,Jozef De Kesel,3
Sérgio da Rocha,Carlos Aguiar Retes,3
Sérgio da Rocha,John Ribat MSC,4
Sérgio da Rocha,Joseph W. Tobin CSsR,3
Sérgio da Rocha,Juan José Omella,2
Sérgio da Rocha,Anders Arborelius OCD,2
Sérgio da Rocha,Angelo De Donatis,2
Sérgio da Rocha,Joseph Coutts,2
Sérgio da Rocha,António Marto,2
Sérgio da Rocha,Désiré Tsarahazana,2
Sérgio da Rocha,Giuseppe Petrocchi,2
Sérgio da Rocha,Thomas Aquino Manyo Maeda,2
Sérgio da Rocha,Ignatius Suharyo Hardjoatmodjo,2
Sérgio da Rocha,Juan García Rodríguez,2
Sérgio da Rocha,Fridolin Ambongo Besungu OFMCap,3
Sérgio da Rocha,Jean-Claude Hollerich SJ,3
Sérgio da Rocha,Álvaro Leonel Ramazzini Imeri,2
Sérgio da Rocha,Matteo Zuppi,3
Sérgio da Rocha,Cristóbal López Romero SDB,2
Sérgio da Rocha,Antoine Kambanda,3
Sérgio da Rocha,Wilton Daniel Gregory,2
Sérgio da Rocha,Jose Advincula OP,2
Sérgio da Rocha,Augusto Paolo Lojudice,3
Sérgio da Rocha,Jean-Marc Aveline,3
Sérgio da Rocha,Peter Okpaleke,3
Sérgio da Rocha,Leonardo Ulrich Steiner OFM,4
Sérgio da Rocha,Filipe Neri Ferrão,2
Sérgio da Rocha,Robert McElroy,2
Sérgio da Rocha,Virgílio do Carmo da Silva SDB,3
Sérgio da Rocha,Oscar Cantoni,2
Sérgio da Rocha,Anthony Poola,3
Sérgio da Rocha,Paulo Cezar Costa,5
Sérgio da Rocha,William Goh,3
Sérgio da Rocha,Adalberto Martínez Flores,3
Sérgio da Rocha,Giorgio Marengo IMC,3
Sérgio da Rocha,Pierbattista Pizzaballa OFM,3
Sérgio da Rocha,Stephen Brislin,3
Sérgio da Rocha,Ángel Sixto Rossi SJ,4
Sérgio da Rocha,Luis José Rueda Aparicio,4
Sérgio da Rocha,Grzegorz Ryś,3
Sérgio da Rocha,Stephen Ameyu Martin Mulla,3
Sérgio da Rocha,José Cobo Cano,3
Sérgio da Rocha,Protase Rugambwa,3
Sérgio da Rocha,Sebastian Francis,2
Sérgio da Rocha,Stephen Chow Sau-yan SJ,3
Sérgio da Rocha,François-Xavier Bustillo OFMConv,3
Sérgio da Rocha,Américo Aguiar,3
Sérgio da Rocha,Carlos Castillo Mattasoglio,3
Sérgio da Rocha,Vicente Bokalic Iglic CM,3
Sérgio da Rocha,Luis Cabrera Herrera OFM,4
Sérgio da Rocha,Fernando Chomalí Garib,4
Sérgio da Rocha,Tarcisio Isao Kikuchi SVD,3
Sérgio da Rocha,Pablo Virgilio David,3
Sérgio da Rocha,Ladislav Nemet SVD,3
Sérgio da Rocha,Jaime Spengler OFM,5
Sérgio da Rocha,Ignace Bessi Dogbo,3
Sérgio da Rocha,Jean-Paul Vesco OP,3
Sérgio da Rocha,Dominique Mathieu OFMConv,3
Sérgio da Rocha,Roberto Repole,3
Sérgio da Rocha,Baldassare Reina,3
Sérgio da Rocha,Frank Leo,3
Sérgio da Rocha,Mykola Bychok CSsR,3
Sérgio da Rocha,Domenico Battaglia,3
Sérgio da Rocha,Dominique Mamberti,2
Sérgio da Rocha,Mario Zenari,3
Sérgio da Rocha,Kevin Farrell,3
Sérgio da Rocha,Konrad Krajewski,3
Sérgio da Rocha,José Tolentino de Mendonça,3
Sérgio da Rocha,Michael Czerny SJ,2
Sérgio da Rocha,Mario Grech,3
Sérgio da Rocha,Marcello Semeraro,2
Sérgio da Rocha,Mauro Gambetti OFMConv,3
Sérgio da Rocha,Arthur Roche,2
Sérgio da Rocha,Lazarus You Heung-sik,2
Sérgio da Rocha,Claudio Gugerotti,3
Sérgio da Rocha,Víctor Manuel Fernández,4
Sérgio da Rocha,Emil Paul Tscherrig,2
Sérgio da Rocha,Christophe Pierre,2
Sérgio da Rocha,Ángel Fernández Artime SDB,3
Sérgio da Rocha,Rolandas Makrickas,3
Sérgio da Rocha,Timothy Radcliffe OP,2
Sérgio da Rocha,Fabio Baggio CS,3
Sérgio da Rocha,George Koovakad,3
Blase J. Cupich,Jozef De Kesel,2
Blase J. Cupich,Carlos Aguiar Retes,3
Blase J. Cupich,John Ribat MSC,3
Blase J. Cupich,Joseph W. Tobin CSsR,4
Blase J. Cupich,Juan José Omella,1
Blase J. Cupich,Anders Arborelius OCD,1
Blase J. Cupich,Angelo De Donatis,1
Blase J. Cupich,Joseph Coutts,1
Blase J. Cupich,António Marto,1
Blase J. Cupich,Désiré Tsarahazana,1
Blase J. Cupich,Giuseppe Petrocchi,1
Blase J. Cupich,Thomas Aquino Manyo Maeda,1
Blase J. Cupich,Ignatius Suharyo Hardjoatmodjo,1
Blase J. Cupich,Juan García Rodríguez,2
Blase J. Cupich,Fridolin Ambongo Besungu OFMCap,2
Blase J. Cupich,Jean-Claude Hollerich SJ,2
Blase J. Cupich,Álvaro Leonel Ramazzini Imeri,2
Blase J. Cupich,Matteo Zuppi,2
Blase J. Cupich,Cristóbal López Romero SDB,1
Blase J. Cupich,Antoine Kambanda,2
Blase J. Cupich,Wilton Daniel Gregory,3
Blase J. Cupich,Jose Advincula OP,1
Blase J. Cupich,Augusto Paolo Lojudice,2
Blase J. Cupich,Jean-Marc Aveline,2
Blase J. Cupich,Peter Okpaleke,2
Blase J. Cupich,Leonardo Ulrich Steiner OFM,1
